0,0.39814814814814814,0.07906976744186046,0.1917808219178082
1,0.8693693693693694,0.7194570135746606,0.8464912280701754
1,0.5935828877005348,0.26881720430107525,0.3160621761658031
0,0.5445026178010471,0.11578947368421053,0.24257425742574257
0,0.32950191570881227,0.05384615384615385,0.16117216117216118
0,0.5903083700440529,0.1504424778761062,0.30165289256198347
1,0.7597765363128491,0.5056179775280899,0.484304932735426
0,0.5161290322580645,0.07027027027027027,0.2708333333333333
0,0.44086021505376344,0.11891891891891893,0.22395833333333334
1,0.9794520547945206,0.9172413793103448,0.9
1,0.9513888888888888,0.7972027972027972,0.8940397350993378
1,0.9764705882352941,0.8579881656804734,0.8232044198895028
1,0.8117647058823529,0.5562130177514792,0.45977011494252873
0,0.4411764705882353,0.030303030303030304,0.3055555555555556
0,0.4888888888888889,0.06741573033707865,0.2826086956521739
1,0.813953488372093,0.6705882352941176,0.7888888888888889
0,0.6111111111111112,0.15492957746478872,0.3246753246753247
1,1.0,1.0,1.0
1,0.634020618556701,0.20207253886010362,0.36893203883495146
1,0.5829383886255924,0.2904761904761905,0.4166666666666667
1,0.6379310344827587,0.42857142857142855,0.4898785425101215
0,0.42038216560509556,0.07692307692307693,0.21875
1,0.6877637130801688,0.4067796610169492,0.5163934426229508
1,0.6766467065868264,0.3192771084337349,0.4725274725274725
1,0.7692307692307693,0.5335570469798657,0.6064516129032258
1,0.7122641509433962,0.3791469194312796,0.536697247706422
1,0.6299212598425197,0.33992094861660077,0.39436619718309857
1,0.7157360406091371,0.2602040816326531,0.3431372549019608
0,0.3320610687022901,0.03065134099616858,0.15302491103202848
1,0.7172131147540983,0.36213991769547327,0.4559386973180077
1,0.8782608695652174,0.7117903930131004,0.82
1,0.5298013245033113,0.3554817275747508,0.45
0,0.5721153846153846,0.14009661835748793,0.22935779816513763
0,0.319672131147541,0.0411522633744856,0.16535433070866143
0,0.53,0.135678391959799,0.26046511627906976
1,0.78,0.6582914572864321,0.6699029126213593
0,0.6526946107784432,0.18674698795180722,0.3551912568306011
0,0.4439461883408072,0.15315315315315314,0.23376623376623376
1,0.6650246305418719,0.3910891089108911,0.3492647058823529
1,0.7281553398058253,0.3073170731707317,0.3476190476190476
1,0.7620481927710844,0.5498489425981873,0.5677233429394812
1,0.9470198675496688,0.6733333333333333,0.774390243902439
1,0.3684210526315789,0.061946902654867256,0.19298245614035087
0,0.5328947368421053,0.09933774834437085,0.21818181818181817
0,0.6184971098265896,0.1686046511627907,0.26666666666666666
0,0.5103092783505154,0.09326424870466321,0.22110552763819097
0,0.5798319327731093,0.11814345991561181,0.2289156626506024
0,0.40703517587939697,0.06565656565656566,0.1722488038277512
0,0.5154639175257731,0.09310344827586207,0.23684210526315788
1,0.5845410628019324,0.2766990291262136,0.29493087557603687
1,0.6171875,0.33858267716535434,0.5037593984962406
1,1.0,0.9615384615384616,0.9117647058823529
1,0.9916666666666667,0.9663865546218487,0.9923076923076923
0,0.550561797752809,0.15819209039548024,0.2833333333333333
0,0.41935483870967744,0.07608695652173914,0.2616822429906542
1,0.8351648351648352,0.45555555555555555,0.6470588235294118
1,0.9270833333333334,0.6947368421052632,0.85
0,0.4928909952606635,0.05714285714285714,0.2350230414746544
1,0.7087378640776699,0.526829268292683,0.6619718309859155
1,0.8633879781420765,0.6648351648351648,0.7911111111111111
1,0.9606060606060606,0.9209726443768997,0.9298245614035088
0,0.4380165289256198,0.08333333333333333,0.2230769230769231
1,0.7336683417085427,0.35353535353535354,0.4900990099009901
1,0.5138888888888888,0.09302325581395349,0.25203252032520324
0,0.4861111111111111,0.07906976744186046,0.22767857142857142
1,0.8451882845188284,0.5462184873949579,0.6437246963562753
1,0.485,0.10552763819095477,0.24271844660194175
1,0.9506726457399103,0.8783783783783784,0.8395061728395061
1,0.551219512195122,0.3284313725490196,0.2830188679245283
0,0.3612565445026178,0.031578947368421054,0.16176470588235295
